,course_id,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,month
912,1125728,Create Beveled Lettering in Adobe Illustrator,1,20,2,0,8,Intermediate Level,0.6,Graphic Design,2017,02
913,761768,"Create Complete Sign up System using PHP, jQuery and Ajax",1,200,4033,40,25,All Levels,3,Web Development,2016,02
914,552594,Create Complete Web Applications easily with APEX 5,1,30,912,128,81,Intermediate Level,7,Web Development,2015,07
915,1045862,Create eye-catching WordPress website from scratch,1,30,2342,15,19,Beginner Level,4.5,Web Development,2016,12
916,576646,Create Fast RESTful APIs with Lumen and Homestead by Laravel,1,60,1157,105,31,All Levels,3,Web Development,2015,10
917,753934,Create Flat Designs with Inkscape ,1,30,259,3,11,Beginner Level,1.5,Graphic Design,2016,02
918,910624,"Create free, fast and secure static website",1,50,322,9,9,Beginner Level,0.5,Web Development,2016,07
919,499904,Create full featured Landing Page in Ruby on Rails in 3 hour,1,30,1550,15,23,All Levels,3,Web Development,2015,05
920,358508,Create Jekyll blog and host it on Github like a Ninja,1,20,5056,74,11,Beginner Level,2,Web Development,2014,12
921,222976,Create Kindle eBook Covers with PowerPoint,1,30,87,7,23,All Levels,2,Graphic Design,2014,06
922,1092766,Create Mobile App Design from Scratch in Photoshop,1,125,1359,7,24,Beginner Level,2.5,Graphic Design,2017,02
923,665686,Create Newsletter Subscription Form with PHP/AJAX in 40 Min,1,50,586,10,17,All Levels,0.6,Web Development,2015,11
924,553832,Create Professional Character Designs in Photoshop,1,20,228,11,21,Intermediate Level,4,Graphic Design,2015,07
925,1145736,Create Professional Looking Infographics With No Experience,1,180,9367,104,21,Beginner Level,2,Graphic Design,2017,03
926,200742,Create Single Page Website using Twitter Bootstrap 3,1,20,7449,111,13,Intermediate Level,1,Web Development,2014,04
927,382856,Create Startup Landing Page with Viral Marketing Strategies,0,0,12974,120,13,Beginner Level,1,Web Development,2015,01
928,874656,Create Stunning Infographics to Share your Ideas,0,0,5175,470,7,Beginner Level,0.5,Graphic Design,2016,08
929,1227748,create stunning Photoshop compositions in minutes,1,20,5,0,29,All Levels,2,Graphic Design,2017,06
930,1237912,Create Trading Robot Without Coding Skills!,1,145,5,0,13,All Levels,1,Business Finance,2017,06
931,811452,Create Website from scratch in Urdu & Hindi,0,0,3033,91,9,Intermediate Level,1,Web Development,2016,06
932,792703,Create WordPress Plugins,1,50,964,19,21,All Levels,2.5,Web Development,2016,04
933,806020,Create Your First Wordpress Site in Under an Hour,1,20,4867,128,12,Beginner Level,1,Web Development,2016,03
934,676764,Create Your Own Automated Stock Trading Robot In EXCEL!,1,150,461,45,44,All Levels,5,Business Finance,2015,12
935,447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,1,175,4005,237,25,Intermediate Level,2,Business Finance,2015,04
936,978272,Create your own Photoshop brush preset!,1,20,4,1,8,Beginner Level,0.6,Graphic Design,2016,11
937,348920,Create Your Own Successful Online School To Sell Courses,1,95,2814,14,39,Beginner Level,2,Web Development,2014,11
938,106156,"Create, Update and Manage Your Own Website Using Drupal 7",1,120,2837,68,49,All Levels,7,Web Development,2013,10
939,471136,Creating 2D Game Assets,1,25,57,0,12,All Levels,2,Graphic Design,2015,04
940,69414,Creating a Responsive HTML Email,1,20,2520,183,34,All Levels,1.5,Web Development,2013,08
941,692920,Creating an animated greeting card via Google Slides,1,20,1504,10,9,Beginner Level,1.5,Graphic Design,2016,01
942,699380,Creating an animated greeting card via Google Slides,1,20,770,8,8,Intermediate Level,1,Graphic Design,2016,05
943,699376,Creating an animated greeting card via Google Slides,1,20,549,10,8,Beginner Level,1,Graphic Design,2016,04
944,34882,Creating an MP3 Player with HTML5,1,20,14551,169,14,All Levels,1.5,Web Development,2013,01
945,699382,Creating animation puzzles with Google Slides,1,20,679,5,9,Intermediate Level,1,Graphic Design,2016,05
946,875882,Creating Animations using HTML5 Canvas,1,25,4010,17,12,All Levels,1,Web Development,2016,06
947,873824,Creating Custom Web Maps,1,50,208,48,29,Intermediate Level,2,Web Development,2016,06
948,1023070,Creating FaceBook Design Using Bootstrap - Handson Project,1,80,4616,20,19,All Levels,2,Web Development,2016,12
949,581352,Creating Icons with Adobe Illustrator,1,30,2266,26,10,All Levels,1,Graphic Design,2015,08
950,869448,Creating Interactive HTML5 Video,1,25,838,13,23,Intermediate Level,2,Web Development,2016,06
951,1034636,Creating User Authentication System in CodeIgniter,1,200,2783,9,21,All Levels,1.5,Web Development,2016,12
952,446936,Creative logo design with Inkscape for free,1,40,1530,49,25,All Levels,4,Graphic Design,2015,11
953,953220,Creative Perspective Illustration with GIMP,1,50,43,3,57,All Levels,6.5,Graphic Design,2016,11
954,1169196,"Credit concepts and checklist for bankers, credit analyst",1,20,0,0,10,Beginner Level,2.5,Business Finance,2017,04
955,304410,Credit Control Procedures,1,20,3,0,6,All Levels,0.6,Business Finance,2014,09
956,138560,Credit Repair from a Financial Institution,1,20,157,13,9,All Levels,2.5,Business Finance,2014,01
957,742106,Credit Risk Analysis,1,20,194,24,19,Intermediate Level,3.5,Business Finance,2016,01
958,42491,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,1,60,607,55,16,Intermediate Level,2,Business Finance,2013,03
959,1221032,Criando um poster com foto colagem digital,1,25,1,0,8,Beginner Level,0.7,Graphic Design,2017,05
960,1083784,Crie seu Cartão de Visita no CorelDRAW X8,1,20,28,3,38,Beginner Level,4,Graphic Design,2017,03
961,994362,Critical Web Dev Skills & Tools for the Non-Tech Hustler,0,0,3118,8,33,All Levels,1.5,Web Development,2016,12
962,859446,Cross-Platform Development with ASP.NET Core 1.0 MVC,1,35,601,126,64,All Levels,5.5,Web Development,2016,07
963,685190,Crowdfunding for Filmmakers,1,65,32,6,30,All Levels,4,Business Finance,2015,12
964,598094,Crowdfunding to Win,1,40,627,15,15,All Levels,1.5,Business Finance,2015,09
965,773934,CryptoArbitrager: Bitcoin Trading Robot (no mining),1,150,1224,42,14,All Levels,0.6,Business Finance,2016,03
966,1282064,Cryptocurrency (BTC & ETH) Investment & Trading Course 2017,1,20,0,0,7,Beginner Level,2.5,Business Finance,2017,07
967,1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,1,95,367,42,35,All Levels,5,Business Finance,2017,06
968,514036,Crystal ball trading - foresee price with seasonal patterns,1,145,807,19,23,All Levels,6,Business Finance,2015,06
969,943386,CSS :basics for beginners,1,30,1085,8,13,All Levels,0.5,Web Development,2016,08
970,113518,CSS and CSS3 For Absolute Beginners,1,75,10890,212,33,Beginner Level,5,Web Development,2013,11
971,905096,CSS Animations: Create Amazing Effects on Your Website,1,50,300,31,38,All Levels,3,Web Development,2016,08
972,24334,CSS Development (with CSS3!),1,20,25864,188,32,All Levels,5,Web Development,2012,10
973,641732,Css For Beginners,1,85,1156,13,28,Beginner Level,2.5,Web Development,2015,10
974,366720,CSS Image filters - The modern web images color manipulation,0,0,6315,53,16,All Levels,1.5,Web Development,2014,12
975,653754,Css Positioning For Absolute Beginners: A Basic Introduction,1,65,4797,97,11,Beginner Level,1,Web Development,2015,10
976,923146,CSS Specialist: Comprehensive CSS Training,1,100,487,31,52,Beginner Level,6,Web Development,2016,08
977,742712,CSS Tutorial For Beginners: Style Your Wordpress Templates,1,35,1049,22,47,Beginner Level,3.5,Web Development,2016,01
978,922600,CSS Web Development Crash Course,1,20,10008,53,26,Beginner Level,2.5,Web Development,2016,12
979,482404,CSS3 for beginners,1,195,3831,15,25,Beginner Level,1.5,Web Development,2015,04
980,786494,CSS3 Gradients for Web Designers,1,20,1209,9,21,All Levels,1.5,Web Development,2016,08
981,745120,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,1,200,1874,40,224,All Levels,44.5,Web Development,2016,03
982,831170,CurrencyFair - Avoid Bank Charges when converting currencies,0,0,1730,34,11,All Levels,0.7,Business Finance,2016,05
983,666254,Curso Avanzado de Trading,1,125,106,11,100,All Levels,20.5,Business Finance,2015,11
984,700942,Curso básico de Gimp; software gratis de diseño gráfico,1,60,190,25,36,Beginner Level,2,Graphic Design,2015,12
985,648350,Curso Blender 3D  do Básico ao Avançado ,1,20,353,79,154,All Levels,14.5,Graphic Design,2015,10
986,1080466,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,1,30,394,109,73,All Levels,5.5,Business Finance,2017,02
987,680046,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,1,145,335,16,26,All Levels,1.5,Business Finance,2015,12
988,804096,Curso Completo de SolidWorks 2016.,1,30,129,27,43,All Levels,9,Graphic Design,2016,12
989,617976,Curso Completo del Mercado FOREX,1,200,359,86,50,All Levels,5.5,Business Finance,2015,11
990,1144780,Curso de batería online de Patricio Iglesias (Santa Sabina),1,35,5,1,17,Intermediate Level,4,Musical Instruments,2017,03
991,1216752,Curso de Bateria - Explorando Diferentes Divisões,1,55,5,2,19,Intermediate Level,2,Musical Instruments,2017,05
992,686430,Curso de Corel Draw: Como Hacer Todo para tu Fiesta Temática,1,125,10,3,55,Beginner Level,2.5,Graphic Design,2016,04
993,998706,Curso de Day Trader para Iniciantes,0,0,1278,200,13,Beginner Level,1.5,Business Finance,2016,11
994,603902,Curso de Didgeridoo nivel principiante,1,50,0,0,31,Beginner Level,1,Musical Instruments,2016,04
995,601092,Curso de Diseño e Ilustracion de Armas para Videojuegos,1,40,183,18,19,All Levels,2.5,Graphic Design,2015,09
996,966522,Curso de ejercicios técnicos al piano Vol.1,1,60,186,9,24,All Levels,1.5,Musical Instruments,2016,09
997,1232356,Curso de ejercicios técnicos al piano Vol.2,1,50,62,1,22,All Levels,1,Musical Instruments,2017,05
998,852426,Curso de Guitarra para Principiantes,1,20,53,5,39,Beginner Level,3,Musical Instruments,2016,06
999,513528,Curso de guitarra para principiantes.,1,20,4,0,7,Beginner Level,1,Musical Instruments,2015,06
1000,644020,Curso de Iniciación al Trading,1,85,31,5,40,All Levels,10.5,Business Finance,2015,11
1001,651352,Curso de Maya 3D,1,20,62,9,41,All Levels,4,Graphic Design,2016,02
1002,988678,Curso de piano 101 - Tocando partituras y acordes -,1,170,245,26,93,All Levels,4.5,Musical Instruments,2016,10
1003,834422,Curso de Teclado,1,40,1,0,26,Beginner Level,1.5,Musical Instruments,2016,05
1004,822926,Curso de Trading práctico basado en casos reales,1,20,44,6,55,All Levels,10,Business Finance,2016,08
1005,725566,Curso de Violão Popular,1,25,287,42,27,Beginner Level,6,Musical Instruments,2016,01
1006,1174974,Curso de Violão Prático,1,70,5,0,10,Beginner Level,1.5,Musical Instruments,2017,04
1007,1202746,Curso Online de Adobe Illustrator CC e CS6,1,80,126,18,119,All Levels,13,Graphic Design,2017,05
1008,687642,Custom Theme Creation for WordPress using HTML5 and CSS3,1,35,298,20,24,Beginner Level,1.5,Web Development,2015,12
1009,837950,Customizr - Learn WordPress with the ultimate creative theme,0,0,4735,81,69,Beginner Level,5,Web Development,2016,05
1010,1016420,Введение в Финансовую Инженерию,1,50,205,20,20,Beginner Level,5,Business Finance,2016,11
1011,786984,Торговля дельта-нейтральными стренглами,1,150,23,6,25,All Levels,1.5,Business Finance,2016,03
1012,769340,Торговля опционами: Как заработать на волатильности,1,150,20,5,29,All Levels,2,Business Finance,2016,02
1013,1141560,Débuter avec KRITA,1,25,3,0,14,Intermediate Level,2,Graphic Design,2017,05
1014,994312,Découvrez InDesign en 1 heure,1,20,38,3,25,Beginner Level,1,Graphic Design,2016,11
1015,829962,Darbuka Drumming: Learn how to play the Darbuka Dounbek,0,0,1094,45,11,Beginner Level,1,Musical Instruments,2016,04
1016,1246684,Dash Crypto Currency Technical and Trading Overview Bootcamp,1,20,4,1,14,All Levels,1,Business Finance,2017,06
1017,679238,Day Trading - Learn to Day Trade / Swing Trade In One Hour.,1,95,335,25,29,All Levels,1.5,Business Finance,2015,11
1018,380542,Day Trading in Stocks: Strategies for Beginner Investors,1,50,217,19,9,All Levels,2,Business Finance,2015,01
1019,245822,Day Trading Market Structure Signals,0,0,5529,90,5,All Levels,2,Business Finance,2014,06
1020,1107954,"Day trading strategy for all level, with 72% success rate",1,95,51,9,15,All Levels,0.5,Business Finance,2017,03
1021,517466,Day Trading: High ROI Day Trading ,1,150,17,2,51,Intermediate Level,6.5,Business Finance,2015,07
1022,294914,Debt Collection Management: Get Paid On Time EVERY TIME!,1,20,1255,8,38,All Levels,3,Business Finance,2015,01
1023,759262,Decide whether to Invest in a Business ,1,20,1,0,43,Beginner Level,1,Business Finance,2016,02
1024,1181578,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,0,0,69,6,25,All Levels,3.5,Graphic Design,2017,04
1025,666910,Demystifying Your Personal Tax Return,0,0,3426,27,14,Beginner Level,1,Business Finance,2015,11
1026,1027678,"Depreciation, Amortization and Depletion",1,25,7,1,13,Intermediate Level,1,Business Finance,2017,03
1027,952106,Design & Create Text Logos in Adobe Photoshop CS5,1,95,2035,19,23,All Levels,1.5,Graphic Design,2016,10
1028,522426,Design & Create Vector Graphics With Inkscape 2016,1,200,2091,11,26,Beginner Level,2.5,Graphic Design,2015,06
1029,1160004,Design a logo for FREE in Inkscape,1,100,1148,26,42,All Levels,2,Graphic Design,2017,05
1030,826202,Design a unique bookstore-quality Photo Book with Blurb,1,180,2863,11,27,All Levels,2.5,Graphic Design,2016,04
1031,395140,Design and Animate a Gamer UI,1,20,3481,37,6,All Levels,1.5,Graphic Design,2015,01
1032,201812,Design Beautiful & Professional Ebooks Using FREE Software,1,20,239,7,26,All Levels,4,Graphic Design,2014,04
1033,805882,Design bestselling T-shirts from Beginner to Expert.,1,95,798,198,25,Beginner Level,0.7,Graphic Design,2016,04
1034,1184664,Design Business Card in Photoshop: Earn Money by Doing It,1,50,120,10,29,Beginner Level,3.5,Graphic Design,2017,04
1035,327310,Design Efficiency Intensive,1,20,6,0,5,Intermediate Level,0.6,Graphic Design,2015,01
1036,1226182,Design Tickets and Vouchers in Photoshop and Illustrator,1,45,502,0,15,Beginner Level,2.5,Graphic Design,2017,05
1037,185092,Design while you learn InDesign CC,1,20,1116,3,21,Beginner Level,2.5,Graphic Design,2014,04
1038,904144,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,1,40,67,8,25,All Levels,1,Graphic Design,2016,07
1039,861444,Design your own Social Media Logo Icons in Adobe Illustrator,1,50,2424,29,15,Beginner Level,1.5,Graphic Design,2016,06
1040,496302,Designing an eBook Cover that Sells,1,20,27,2,18,All Levels,2,Graphic Design,2015,05
1041,1127944,Designing With Halftones: Create a Dot Pattern Portrait!,1,20,228,0,7,Intermediate Level,1,Graphic Design,2017,05
1042,484896,Desktop Publishing 101: Simplified Editing,1,20,507,9,9,Beginner Level,1,Graphic Design,2015,04
1043,631472,DesktopServer : Install WordPress Locally  - Work Anywhere!,1,65,1640,22,29,Beginner Level,2,Web Development,2015,11
1044,933110,Develop a Professional OnePage WordPress site With No Coding,1,20,1747,13,13,Beginner Level,1.5,Web Development,2016,08
1045,1145206,Develop Competitive Plugins for WordPress and WooCommerce,1,150,2063,18,12,All Levels,1,Web Development,2017,03
1046,796010,Develop Your First App in an Hour,1,20,3699,201,11,Beginner Level,1,Web Development,2016,05
1047,700140,Developing A Trading Strategy: Your Guide to Trading Success,1,20,1044,8,16,All Levels,2,Business Finance,2015,12
1048,681878,Devenez le king de l'illustration automobile,1,50,42,10,32,Beginner Level,4.5,Graphic Design,2015,12
1049,1140232,Devtools 2017: Beginner to Expert w/ Chrome Developer Tools,1,125,430,54,39,All Levels,2.5,Web Development,2017,04
1050,1178394,Devtools 2017: The Basics of Chrome Developer Tools,0,0,4569,108,18,Beginner Level,1,Web Development,2017,04
1051,502204,Dibujo digital básico: cómo ilustrar en Photoshop,1,20,155,36,90,Beginner Level,5,Graphic Design,2016,02
1052,893056,Didgeridoo - from zero to HERO! Part One - beginning,1,35,87,11,38,Beginner Level,3,Musical Instruments,2016,07
1053,90132,Didgeridoo - from zero to HERO! Part Three. Advanced level.,1,35,209,5,19,Expert Level,1.5,Musical Instruments,2014,10
1054,892898,Didgeridoo - from zero to HERO! Part Two. Intermediate.,1,35,55,2,30,Intermediate Level,2,Musical Instruments,2016,07
1055,327666,Digital Art for Beginners,1,150,3381,388,57,Beginner Level,15,Graphic Design,2016,02
1056,901082,"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",0,0,3108,27,28,Beginner Level,2.5,Graphic Design,2016,08
1057,966268,Digital Asset Designer: Creating and Selling Mockups,1,50,50,12,28,Beginner Level,3,Graphic Design,2016,09
1058,644914,Digital Illustration: Make A Custom Character Illustration,1,30,1440,16,14,All Levels,1.5,Graphic Design,2015,11
1059,413180,Digital Painting for Cartoon Characters,1,30,2044,108,25,All Levels,4,Graphic Design,2015,02
1060,657764,Digital Photo Manipulation Art And Cover Design In PhotoShop,1,50,721,7,35,Beginner Level,5,Graphic Design,2016,03
1061,1037868,Digital Pianist Course-Learn Piano & Keyboard Fast & Easy,1,150,89,7,35,Beginner Level,3,Musical Instruments,2016,12
1062,876646,Direction-Independ Trading - Elite Forex Traders  Strategy,1,120,973,15,28,All Levels,2.5,Business Finance,2016,06
1063,464844,Discover Classical Guitar Level 1,1,25,1513,38,19,Beginner Level,1.5,Musical Instruments,2015,06
1064,505126,Discover Classical Guitar Level 2   ,1,75,927,35,123,Intermediate Level,11.5,Musical Instruments,2015,09
1065,28556,Discover How to Draw and paint Comics,1,65,8901,424,85,All Levels,62,Graphic Design,2012,11
1066,629082,Discover HTML Essential guide to HTML how to create webpages,1,85,8711,44,22,Beginner Level,1.5,Web Development,2015,10
1067,15611,Discover the 7 Secrets to Figure Drawing: Draw Awesome ...,1,40,2634,92,25,All Levels,10,Graphic Design,2012,04
1068,519694,"Discover the fun of Spoon playing, a beginners course",1,65,353,13,25,All Levels,1,Musical Instruments,2015,06
1069,436568,Diseño de logo para principiantes,1,25,3,3,12,All Levels,0.7,Graphic Design,2015,03
1070,789670,Diseño Gráfico fácil y rápido.,1,20,97,9,124,All Levels,13.5,Graphic Design,2016,07
1071,1161864,Diseño impreso - Preimpresión para offset en Illustrator,1,100,33,9,29,All Levels,1.5,Graphic Design,2017,05
1072,499504,Disminuye deudas en tu hogar en menos de 30 días,1,20,65,3,15,Beginner Level,1.5,Business Finance,2015,05
1073,1250934,Display and analyze GIS data on the web with Leaflet.js,1,100,25,4,66,Intermediate Level,12.5,Web Development,2017,06
1074,1052118,Dissecting Ruby on Rails 5 - Become a Professional Developer,1,195,2804,418,212,All Levels,37.5,Web Development,2017,02
1075,1161118,Dive Into Docker: The Docker Course for Developers,0,0,6437,313,22,Beginner Level,1.5,Web Development,2017,04
1076,1219326,Diventa un professionista del Graphic Design,1,200,185,10,94,All Levels,17.5,Graphic Design,2017,05
1077,358326,Dividend Investing: Build Your Portfolio for a Better Future,1,60,8314,83,47,Beginner Level,4,Business Finance,2015,01
1078,433084,DIY Beautiful Social Graphics That Don't Require Photoshop,1,20,238,9,22,All Levels,2.5,Graphic Design,2015,03
1079,1094930,DIY Design Professional Web Banners in Photoshop 4 Beginners,1,200,6944,30,24,Beginner Level,1,Graphic Design,2017,02
1080,410196,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,1,20,44,3,8,All Levels,1,Business Finance,2015,03
1081,982860,Django + AngularJS for a Powerful Web Application,1,95,4463,59,36,Intermediate Level,5.5,Web Development,2016,10
1082,1071060,Django by Example,1,125,170,21,78,Expert Level,9,Web Development,2017,01
1083,993754,Django Core | A Reference Guide to Core Django Concepts,1,195,16282,303,159,Intermediate Level,18.5,Web Development,2016,10
1084,924216,Django For Beginners,1,175,534,16,51,Beginner Level,4,Web Development,2016,08
1085,581256,Django Tutorial: Build Your First App Fast & Free! ,1,20,5228,180,27,Beginner Level,2.5,Web Development,2015,09
1086,417088,Do Your Own Accounts,1,35,42,2,13,All Levels,1.5,Business Finance,2015,02
1087,640164,Doble exposición con Photoshop,1,20,36,0,5,All Levels,0.6,Graphic Design,2015,10
1088,909244,Docker for Developers - Newest Version 1.12 with Swarm Mode,1,95,767,104,81,Beginner Level,5.5,Web Development,2016,07
1089,714724,Docker Technologies for DevOps and Developers,1,30,19210,3137,44,All Levels,3,Web Development,2016,08
1090,690918,Domina el Diseño Gráfico para Web con Photoshop CC,1,70,211,34,66,All Levels,6.5,Graphic Design,2015,12
1091,597084,Don't Let Your Customers Run Your Business,1,50,7,3,28,Intermediate Level,2.5,Business Finance,2015,10
1092,868686,Double Entry Bookkeeping,1,50,440,17,10,Beginner Level,1,Business Finance,2016,06
1093,364810,Double your Forex Account using the MAGIC MA trading robot,1,65,1160,117,24,Intermediate Level,2.5,Business Finance,2014,12
1094,1178150,"Double Your Salary With Free, Local, Job Training Courses",1,20,8,1,8,All Levels,1,Business Finance,2017,04
1095,525446,Draw a Kitten,0,0,3812,68,11,All Levels,1.5,Graphic Design,2015,06
1096,755680,Draw a realistic Fantail using pencil,0,0,6754,109,20,All Levels,1,Graphic Design,2016,02
1097,1019552,Drawing and paint  hot girl with photoshop,1,35,74,1,11,All Levels,1.5,Graphic Design,2016,11
1098,546124,Drawing Anime & Manga Style,1,25,82,5,40,All Levels,8,Graphic Design,2015,07
1099,93484,Drawing Cartoony Characters,1,20,1564,103,9,Beginner Level,2,Graphic Design,2013,10
1100,551964,Drawing for All Levels: How to Design Cartoon Women,1,20,5,2,20,All Levels,1.5,Graphic Design,2015,07
1101,909486,Drawing Fun Caricatures! :) -The Best Method!,1,25,41,11,6,All Levels,0.6,Graphic Design,2016,07
1102,637402,Drawing in Perspective,1,25,426,63,28,All Levels,3,Graphic Design,2016,05
1103,632136,Drawing in PowerPoint: Block diagram + Experiments + Cartoon,1,155,2911,29,37,Beginner Level,2,Graphic Design,2015,11
1104,231970,Drawing Perspective For Beginners,1,150,736,50,44,All Levels,7.5,Graphic Design,2016,03
1105,16689,Drawing With Confidence,1,25,105,7,10,All Levels,2,Graphic Design,2012,05
1106,210020,Drum Lessons For Beginners,1,50,70,2,17,Beginner Level,1.5,Musical Instruments,2014,05
1107,818786,Drum Lessons For Beginners,1,95,14,1,34,Beginner Level,2.5,Musical Instruments,2016,04
1108,56970,Drum Set for Beginners,1,20,119,8,26,Beginner Level,3.5,Musical Instruments,2013,10
1109,809492,Drumming 101: The Essential Elements,1,50,4,0,17,Beginner Level,1.5,Musical Instruments,2017,05
1110,1010274,Drumming Accelerator: How To Get The Best Start Possible,1,200,1594,4,34,Beginner Level,1.5,Musical Instruments,2017,04
1111,777650,Drumming for Beginners - Simple Way To Learn How To Drum,1,20,1814,28,22,Beginner Level,2,Musical Instruments,2016,03
1112,1217408,Drums for Beginners,0,0,1618,4,15,Beginner Level,3,Musical Instruments,2017,06
1113,19422,Drupal 7 for Beginners,1,35,926,102,37,All Levels,2.5,Web Development,2012,06
1114,1079078,Drupal 8 Site Building,0,0,1942,23,48,All Levels,4.5,Web Development,2017,05
1115,368786,Drupal for Beginners,1,30,1478,18,83,Beginner Level,5,Web Development,2015,01
1116,1189288,Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,1,200,1270,16,73,Beginner Level,7,Web Development,2017,05
1117,488220,Drupal Views: Introduction to Enhancing Your Drupal Website,1,105,1262,36,40,Beginner Level,2.5,Web Development,2015,05
1118,991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,1,200,9773,117,65,Intermediate Level,4.5,Web Development,2016,10
1119,492954,見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,1,20,41,3,48,Beginner Level,2,Musical Instruments,2015,07
1120,1028656,财务分析与估值建模入门,0,0,505,43,10,Beginner Level,1.5,Business Finance,2016,12
1121,1164720,调色中级课程,1,200,5,3,7,Beginner Level,1,Graphic Design,2017,03
1122,1164570,调色高级讲解,1,200,4,2,8,Beginner Level,1,Graphic Design,2017,03
1123,1009622,超基礎！超入門！〜作りながら学ぶ。完全無料3DCGソフトBlender〜,1,80,8,1,43,Beginner Level,5.5,Graphic Design,2016,12
1124,1137310,自分に合った投資信託を見つけよう！,1,25,859,49,23,Beginner Level,2,Business Finance,2017,03
1125,881778,資産運用の基礎を学ぶファイナンス入門,1,20,114,13,52,Beginner Level,4,Business Finance,2016,07
1126,672112,誰でもわかる Adobe Illustrator CS5,1,20,1,0,13,Beginner Level,3.5,Graphic Design,2015,11
1127,647520,誰でもわかる Adobe Illustrator CS6,1,20,11,2,15,Beginner Level,3,Graphic Design,2015,10
1128,672086,誰でもわかる Adobe Photoshop CS5,1,20,1,0,14,Beginner Level,3.5,Graphic Design,2015,11
1129,297702,Earn and Learn to create Logo designs in Illustrator quickly,1,50,18,1,7,All Levels,1,Graphic Design,2014,09
1130,1027276,"Earn Big Profits With Web Development, Simple and Easy!",1,90,3073,27,13,Beginner Level,1.5,Web Development,2017,01
1131,392836,Easily Learn Web Development With Drop & Drag: OptimizePress,1,20,1442,9,25,Beginner Level,2,Web Development,2015,01
1132,1047408,Easy Coloring Book Design,1,25,0,0,9,Beginner Level,0.6,Graphic Design,2016,12
1133,953432,Easy Finance For Startups,1,50,9,4,6,Beginner Level,0.7,Business Finance,2016,10
1134,81064,Easy Forex and Futures Trading,1,100,218,5,66,All Levels,14.5,Business Finance,2013,12
1135,1134842,Easy Guitar Songwriting And Harmony,1,20,82,3,62,Beginner Level,3.5,Musical Instruments,2017,03
1136,1168910,Easy Illustration and 2D Animation,1,65,56,16,7,All Levels,0.6,Graphic Design,2017,04
1137,619716,Easy Market Profits: 3 Step Stock Investing Strategy,1,20,486,3,14,Beginner Level,3,Business Finance,2015,09
1138,196234,Easy Piano - learn and play along,1,20,11,1,48,Beginner Level,1,Musical Instruments,2014,05
1139,146852,"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",1,20,377,8,14,All Levels,1.5,Musical Instruments,2014,01
1140,476000,Easy Piano for Kids - Complete Beginner Piano Course,1,115,139,8,104,Beginner Level,5.5,Musical Instruments,2015,06
1141,397946,Easy Steps To Become A Photoshop Expert,1,20,1081,11,47,All Levels,8,Graphic Design,2015,01
1142,692658,Easy to play Christmas Songs for Guitar,1,100,1229,8,11,All Levels,0.5,Musical Instruments,2015,12
1143,558432,Easy Typography Tips to Beautify and Strengthen Your Work,1,45,3192,11,18,Intermediate Level,1,Graphic Design,2015,08
1144,335902,eBook Cover Design,1,20,30,3,14,Intermediate Level,1.5,Graphic Design,2014,11
1145,334838,Economics - CFA Level 1 - 2014,1,20,135,20,24,Beginner Level,4,Business Finance,2014,11
1146,1010988,Economics for beginners - Various Concepts,1,25,2,0,34,Beginner Level,2.5,Business Finance,2017,01
1147,799434,"Economics:   Competition, Elasticity, a little Game Theory",1,50,1008,14,42,All Levels,6,Business Finance,2016,04
1148,1077836,Ecover Mastery in 30 Minutes with NO photoshop skills needed,1,20,1,0,10,Beginner Level,0.6,Graphic Design,2017,01
1149,463354,Editorial Illustration Tutorial: From Drawing to Photoshop,1,45,774,39,35,All Levels,2.5,Graphic Design,2015,04
1150,682986,Effective Debt Collection Strategies,1,40,5,2,16,Intermediate Level,1.5,Business Finance,2015,11
1151,294294,Effective iOS & Android App Icon Design,1,20,1933,25,13,Beginner Level,1,Graphic Design,2014,09
1152,810550,Effective Personal Website Building and Hosting,1,20,4259,0,11,All Levels,1,Web Development,2016,04
1153,512400,EFT for Stock Options Trading Success & Making Better Trades,1,95,4530,13,31,All Levels,1.5,Business Finance,2015,08
1154,469848,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,1,30,66,16,11,Beginner Level,1,Business Finance,2015,04
1155,455676,Electric Bass for Busy Beginners Course 1,1,50,114,15,13,All Levels,1.5,Musical Instruments,2015,04
1156,277770,Electric Bass Right From The Start,1,100,239,1,9,Beginner Level,0.7,Musical Instruments,2016,03
